OPERATIVAS[Nombre Documento],OPERATIVAS[Grupo SOAP],OPERATIVAS[Equipo SOAP],OPERATIVAS[Tipo Documento SOAP],OPERATIVAS[Equipo Mesa Ágil SOAP],OPERATIVAS[Ruta archivo]
CBIO-ONE-0030-VALIDAR Y RECONSTRUIR LINEA EN CS.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0030-VALIDAR Y RECONSTRUIR LINEA EN CS.docx
CBIO-ONE-0031-BLOQUEO POR ROBO.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0031-BLOQUEO POR ROBO.docx
CBIO-ONE-0032-WA-ALINEACION-NETFLIX.pdf,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0032-WA-ALINEACION-NETFLIX.pdf
CBIO-ONE-0033-ALINEACION DE SALDOS DEL PLAN.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0033-ALINEACION DE SALDOS DEL PLAN.docx
CBIO-ONE-0034 - WA ALERTAS.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0034 - WA ALERTAS.docx
CBIO-ONE-0035 - ALINEACION DE PO.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0035 - ALINEACION DE PO.docx
CBIO-ONE-0036 - TABLA DE PROGRAMACIONES.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0036 - TABLA DE PROGRAMACIONES.docx
CBIO-ONE-0037-RECHAZO PORT OUT- CORRECCION DE FECHA DE ACTIVACION PARA LINEAS ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0037-RECHAZO PORT OUT- CORRECCION DE FECHA DE ACTIVACION PARA LINEAS ONE.docx
CBIO-ONE-0038-ALINEACIÓN DE PERFIL UDB.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0038-ALINEACIÓN DE PERFIL UDB.docx
CBIO-ONE-0039 - BLOQUEO Y DESBLOQUEO OSP.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/CBIO-ONE-0039 - BLOQUEO Y DESBLOQUEO OSP.docx
Operativa cuando no se encuentre cargado el Sim Card en BSCSIX.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/Operativa cuando no se encuentre cargado el Sim Card en BSCSIX.docx
WA_ALTA Y MIGRACION.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02. ONE/WA_ALTA Y MIGRACION.docx
CBIO-ONE-0001 FALLA POR REPOSICIÓN SIM CARD - ROSS.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02.1. ONE OPERATIVA EN TRANSFERENCIA/CBIO-ONE-0001 FALLA POR REPOSICIÓN SIM CARD - ROSS.docx
CBIO-ONE-0002- MANUAL CAMBIO DE TOPE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02.1. ONE OPERATIVA EN TRANSFERENCIA/CBIO-ONE-0002- MANUAL CAMBIO DE TOPE.docx
CBIO-ONE-0004-BLOQUEO DE LLAMADAS SALIENTES ACTIVO.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02.1. ONE OPERATIVA EN TRANSFERENCIA/CBIO-ONE-0004-BLOQUEO DE LLAMADAS SALIENTES ACTIVO.docx
CBIO-ONE-0006 - CARGA DE LINEAS EN LA DIRECTORY NUMER BSCS9.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02.1. ONE OPERATIVA EN TRANSFERENCIA/CBIO-ONE-0006 - CARGA DE LINEAS EN LA DIRECTORY NUMER BSCS9.docx
CBIO-ONE-0007 MANUAL RETORNO DE NUMERO ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/02.1. ONE OPERATIVA EN TRANSFERENCIA/CBIO-ONE-0007 MANUAL RETORNO DE NUMERO ONE.docx
CBIO-ASIS-0001- Diferencia de Ciclo entre CBIO-BSCS.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0001- Diferencia de Ciclo entre CBIO-BSCS.docx
CBIO-ASIS-0002- Diferencia de Ciclo entre CBIO-PCRF.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0002- Diferencia de Ciclo entre CBIO-PCRF.docx
CBIO-ASIS-0003-CONCILIACION DE SERVICIOS CBIO.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0003-CONCILIACION DE SERVICIOS CBIO.docx
CBIO-ASIS-0004-BAJA Y ALTA ALINEACION DE LINEA.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0004-BAJA Y ALTA ALINEACION DE LINEA.docx
CBIO-ASIS-0005- Operativa Transferencia.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0005- Operativa Transferencia.docx
CBIO-ASIS-0006-Provision de Paquete RI.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0006-Provision de Paquete RI.docx
CBIO-ASIS-0007-Manual turno noche.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0007-Manual turno noche.docx
CBIO-ASIS-0008-PROVISION DE PAQUETE ASIS.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0008-PROVISION DE PAQUETE ASIS.docx
CBIO-ASIS-0009-RAM STATUS BY BUFFFERS.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0009-RAM STATUS BY BUFFFERS.docx
CBIO-ASIS-0010-INCREMENTO TARIFARIO IT CORP.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0010-INCREMENTO TARIFARIO IT CORP.docx
CBIO-ASIS-0011-CONCILIACION DE TOPES.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0011-CONCILIACION DE TOPES.docx
CBIO-ASIS-0012-LINEAS CON DOBLE SDP.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/03. ASIS/CBIO-ASIS-0012-LINEAS CON DOBLE SDP.docx
CBIO-MOTOR-0001-Operativa Full Claro Convivencia.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0001-Operativa Full Claro Convivencia.docx
CBIO-MOTOR-0002-Operativa Full Claro Cambio de Plan.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0002-Operativa Full Claro Cambio de Plan.docx
CBIO-MOTOR-0003-Operativa Full Claro Fija.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0003-Operativa Full Claro Fija.docx
CBIO-MOTOR-0004-Operativa Desactivar Full Claro.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0004-Operativa Desactivar Full Claro.docx
CBIO-MOTOR-0005-Reproceso de bono 50% Emprendedor.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0005-Reproceso de bono 50% Emprendedor.docx
CBIO-MOTOR-0006-Activación de descuento por Campaña o Líneas adicionales.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0006-Activación de descuento por Campaña o Líneas adicionales.docx
CBIO-MOTOR-0007-Activacion de descuento Colaborador.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0007-Activacion de descuento Colaborador.docx
CBIO-MOTOR-0008-Desactivación de bonos Full Claro.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0008-Desactivación de bonos Full Claro.docx
CBIO-MOTOR-0009-Bonos por retención.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0009-Bonos por retención.docx
CBIO-MOTOR-0010-Registro y actualización en COBSDB.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0010-Registro y actualización en COBSDB.docx
CBIO-MOTOR-0011-Cliente con doble DSCTO en MOTPROM.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0011-Cliente con doble DSCTO en MOTPROM.docx
CBIO-MOTOR-0012-Cliente con doble DSCTO en BSCS IX.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0012-Cliente con doble DSCTO en BSCS IX.docx
CBIO-MOTOR-0013-Diff de est de PO BSCS9 vs Mot(act)-Pendiente.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0013-Diff de est de PO BSCS9 vs Mot(act)-Pendiente.docx
CBIO-MOTOR-0014-Diff est de PO BSCS9 vs Mot(desact)-Pendiente.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0014-Diff est de PO BSCS9 vs Mot(desact)-Pendiente.docx
CBIO-MOTOR-0015-Activación de Bono Full Claro móvil - ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0015-Activación de Bono Full Claro móvil - ONE.docx
CBIO-MOTOR-0016-Conciliación de bonos Activos MOTPROM vs CS-Pendiente.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0016-Conciliación de bonos Activos MOTPROM vs CS-Pendiente.docx
CBIO-MOTOR-0017-Entrega de Bonos Pronto Pago.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0017-Entrega de Bonos Pronto Pago.docx
CBIO-MOTOR-0018-Control del monto del servicio de descuento provisionado.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0018-Control del monto del servicio de descuento provisionado.docx
CBIO-MOTOR-0019-Desactivación de bonos.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0019-Desactivación de bonos.docx
CBIO-MOTOR-0020-Desactivación de bonos de líneas desactivas.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0020-Desactivación de bonos de líneas desactivas.docx
CBIO-MOTOR-0021-Activación de bonos CORE-Pendiente.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0021-Activación de bonos CORE-Pendiente.docx
CBIO-MOTOR-0022-Activación de bonos.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0022-Activación de bonos.docx
CBIO-MOTOR-0023-Entrega de bono Autogestion.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0023-Entrega de bono Autogestion.docx
CBIO-MOTOR-0024-Conciliación de bonos Desactivos MOTPROM vs CS-Pendiente.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0024-Conciliación de bonos Desactivos MOTPROM vs CS-Pendiente.docx
CBIO-MOTOR-0025-CLIENTES CON CP FIJA Y PIERDEN EL BONO FC.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0025-CLIENTES CON CP FIJA Y PIERDEN EL BONO FC.docx
CBIO-MOTOR-0027-Actualización de velocidades en MOTPROM.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/04. MOTOR/CBIO-MOTOR-0027-Actualización de velocidades en MOTPROM.docx
CBIO-DDS_ONE-0001-CONTROL DE DESBL-RCX  SERV. OFFERING INCORRECTO EN CS.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/06. DDS_ONE/CBIO-DDS_ONE-0001-CONTROL DE DESBL-RCX  SERV. OFFERING INCORRECTO EN CS.docx
CBIO-DDS_ONE-0002-DESALINEACION EN EL PROCESO DE BLOQUEO DE LINEA.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/06. DDS_ONE/CBIO-DDS_ONE-0002-DESALINEACION EN EL PROCESO DE BLOQUEO DE LINEA.docx
CBIO-DDS_ONE-0003-CONTRATOS SUSPENDIDOS QUE TIENEN MAS DE UN TICKLER ABIERTO.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/06. DDS_ONE/CBIO-DDS_ONE-0003-CONTRATOS SUSPENDIDOS QUE TIENEN MAS DE UN TICKLER ABIERTO.docx
CBIO-DDS_ONE-0004-MONITOREO LINEAS BLOQUEADAS POR MAS DE 4 HORAS.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/06. DDS_ONE/CBIO-DDS_ONE-0004-MONITOREO LINEAS BLOQUEADAS POR MAS DE 4 HORAS.docx
CBIO-DDS_ONE-0005-CONTRATOS ACTIVOS QUE TIENEN TICKLER DE COBRANZA ABIERTO.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/06. DDS_ONE/CBIO-DDS_ONE-0005-CONTRATOS ACTIVOS QUE TIENEN TICKLER DE COBRANZA ABIERTO.docx
CBIO-DDS_ONE-0006-ACCIONES DE COBRANZA QUE CAEN EN ERROR ONE.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/06. DDS_ONE/CBIO-DDS_ONE-0006-ACCIONES DE COBRANZA QUE CAEN EN ERROR ONE.docx
CBIO-DDS_ONE-0007-RECONEXION DE TERMINALES A CUENTAS QUE MANTIENEN DEUDA.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/06. DDS_ONE/CBIO-DDS_ONE-0007-RECONEXION DE TERMINALES A CUENTAS QUE MANTIENEN DEUDA.docx
CBIO-DDS_ONE-0008-CAMBIO DE PLAN ONE NO EJECUTADOS EN BSCSIX.docx,BOSS,Cbio,Documentación,,https://globalhitss-my.sharepoint.com/personal/soapclaroperu_globalhitss_com/Documents/Base de conocimiento SOAP/Proyecto SOAP/10. BOSS/10.2. Cbio/01. Documentación/01. Operativas/06. DDS_ONE/CBIO-DDS_ONE-0008-CAMBIO DE PLAN ONE NO EJECUTADOS EN BSCSIX.docx
